Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2020,Sonoran Basin and Range,Drought: Medium Severity [Type],0.55571977,Normal,Iteration and Timestep,0.277859885,NA,NA
2021,Coast Range,Drought: Medium Severity [Type],289.2247039,Normal,Iteration and Timestep,144.6123519,NA,NA
2021,Cascades,Drought: Medium Severity [Type],40.33398609,Normal,Iteration and Timestep,20.16699304,NA,NA
2021,Sierra Nevada,Drought: Medium Severity [Type],623.0775123,Normal,Iteration and Timestep,311.5387561,NA,NA
2021,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],521.154043,Normal,Iteration and Timestep,260.5770215,NA,NA
2021,Central California Valley,Drought: Medium Severity [Type],4.114662706,Normal,Iteration and Timestep,2.057331353,NA,NA
2021,Southern California Mountains,Drought: Medium Severity [Type],126.8588409,Normal,Iteration and Timestep,63.42942044,NA,NA
2021,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],139.3431485,Normal,Iteration and Timestep,69.67157424,NA,NA
2021,Central Basin and Range,Drought: Medium Severity [Type],12.33612889,Normal,Iteration and Timestep,6.168064444,NA,NA
2021,Mojave Basin and Range,Drought: Medium Severity [Type],23.33785571,Normal,Iteration and Timestep,11.66892786,NA,NA
2021,Klamath Mountains,Drought: Medium Severity [Type],726.5747578,Normal,Iteration and Timestep,363.2873789,NA,NA
2021,Northern Basin and Range,Drought: Medium Severity [Type],7.561063292,Normal,Iteration and Timestep,3.780531646,NA,NA
2021,Sonoran Basin and Range,Drought: Medium Severity [Type],1.51635768,Normal,Iteration and Timestep,0.75817884,NA,NA
2022,Coast Range,Drought: Medium Severity [Type],67.33755289,Normal,Iteration and Timestep,33.66877644,NA,NA
2022,Cascades,Drought: Medium Severity [Type],27.54840152,Normal,Iteration and Timestep,13.77420076,NA,NA
2022,Sierra Nevada,Drought: Medium Severity [Type],290.1359869,Normal,Iteration and Timestep,145.0679935,NA,NA
2022,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],52.62228537,Normal,Iteration and Timestep,26.31114269,NA,NA
2022,Central California Valley,Drought: Medium Severity [Type],0.406012087,Normal,Iteration and Timestep,0.203006043,NA,NA
2022,Southern California Mountains,Drought: Medium Severity [Type],15.0160257,Normal,Iteration and Timestep,7.508012851,NA,NA
2022,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],109.9465816,Normal,Iteration and Timestep,54.9732908,NA,NA
2022,Central Basin and Range,Drought: Medium Severity [Type],6.775951356,Normal,Iteration and Timestep,3.387975678,NA,NA
2022,Mojave Basin and Range,Drought: Medium Severity [Type],3.65861669,Normal,Iteration and Timestep,1.829308345,NA,NA
2022,Klamath Mountains,Drought: Medium Severity [Type],343.063475,Normal,Iteration and Timestep,171.5317375,NA,NA
2022,Northern Basin and Range,Drought: Medium Severity [Type],4.528495511,Normal,Iteration and Timestep,2.264247756,NA,NA
2022,Sonoran Basin and Range,Drought: Medium Severity [Type],0.096756444,Normal,Iteration and Timestep,0.048378222,NA,NA
2023,Coast Range,Drought: Medium Severity [Type],69.6648612,Normal,Iteration and Timestep,34.8324306,NA,NA
2023,Cascades,Drought: Medium Severity [Type],26.61941271,Normal,Iteration and Timestep,13.30970635,NA,NA
2023,Sierra Nevada,Drought: Medium Severity [Type],285.4273676,Normal,Iteration and Timestep,142.7136838,NA,NA
2023,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],24.88893674,Normal,Iteration and Timestep,12.44446837,NA,NA
2023,Central California Valley,Drought: Medium Severity [Type],0.205746377,Normal,Iteration and Timestep,0.102873189,NA,NA
2023,Southern California Mountains,Drought: Medium Severity [Type],2.677533398,Normal,Iteration and Timestep,1.338766699,NA,NA
2023,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],158.378909,Normal,Iteration and Timestep,79.18945448,NA,NA
2023,Central Basin and Range,Drought: Medium Severity [Type],6.742054508,Normal,Iteration and Timestep,3.371027254,NA,NA
2023,Mojave Basin and Range,Drought: Medium Severity [Type],1.154443173,Normal,Iteration and Timestep,0.577221587,NA,NA
2023,Klamath Mountains,Drought: Medium Severity [Type],458.268103,Normal,Iteration and Timestep,229.1340515,NA,NA
2023,Northern Basin and Range,Drought: Medium Severity [Type],8.127337869,Normal,Iteration and Timestep,4.063668934,NA,NA
2023,Sonoran Basin and Range,Drought: Medium Severity [Type],0.024260116,Normal,Iteration and Timestep,0.012130058,NA,NA
2024,Coast Range,Drought: Medium Severity [Type],41.75461765,Normal,Iteration and Timestep,20.87730882,NA,NA
2024,Cascades,Drought: Medium Severity [Type],15.42294675,Normal,Iteration and Timestep,7.711473376,NA,NA
2024,Sierra Nevada,Drought: Medium Severity [Type],208.1990445,Normal,Iteration and Timestep,104.0995222,NA,NA
2024,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],8.618863548,Normal,Iteration and Timestep,4.309431774,NA,NA
2024,Central California Valley,Drought: Medium Severity [Type],0.064761735,Normal,Iteration and Timestep,0.032380867,NA,NA
2024,Southern California Mountains,Drought: Medium Severity [Type],1.00361731,Normal,Iteration and Timestep,0.501808655,NA,NA
2024,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],135.7279424,Normal,Iteration and Timestep,67.8639712,NA,NA
2024,Central Basin and Range,Drought: Medium Severity [Type],6.624336629,Normal,Iteration and Timestep,3.312168314,NA,NA
2024,Mojave Basin and Range,Drought: Medium Severity [Type],1.181108868,Normal,Iteration and Timestep,0.590554434,NA,NA
2024,Klamath Mountains,Drought: Medium Severity [Type],326.4965176,Normal,Iteration and Timestep,163.2482588,NA,NA
2024,Northern Basin and Range,Drought: Medium Severity [Type],10.90912663,Normal,Iteration and Timestep,5.454563313,NA,NA
2024,Sonoran Basin and Range,Drought: Medium Severity [Type],0.012258325,Normal,Iteration and Timestep,0.006129163,NA,NA
2025,Coast Range,Drought: Medium Severity [Type],46.78758421,Normal,Iteration and Timestep,23.39379211,NA,NA
2025,Cascades,Drought: Medium Severity [Type],21.48107538,Normal,Iteration and Timestep,10.74053769,NA,NA
2025,Sierra Nevada,Drought: Medium Severity [Type],329.9474791,Normal,Iteration and Timestep,164.9737396,NA,NA
2025,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],16.16829359,Normal,Iteration and Timestep,8.084146793,NA,NA
2025,Central California Valley,Drought: Medium Severity [Type],0.134311072,Normal,Iteration and Timestep,0.067155536,NA,NA
2025,Southern California Mountains,Drought: Medium Severity [Type],1.619037094,Normal,Iteration and Timestep,0.809518547,NA,NA
2025,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],254.0888666,Normal,Iteration and Timestep,127.0444333,NA,NA
2025,Central Basin and Range,Drought: Medium Severity [Type],10.78700918,Normal,Iteration and Timestep,5.393504589,NA,NA
2025,Mojave Basin and Range,Drought: Medium Severity [Type],1.898471857,Normal,Iteration and Timestep,0.949235929,NA,NA
2025,Klamath Mountains,Drought: Medium Severity [Type],376.222026,Normal,Iteration and Timestep,188.111013,NA,NA
2025,Northern Basin and Range,Drought: Medium Severity [Type],16.49140464,Normal,Iteration and Timestep,8.245702321,NA,NA
2025,Sonoran Basin and Range,Drought: Medium Severity [Type],0.034211629,Normal,Iteration and Timestep,0.017105815,NA,NA
2026,Coast Range,Drought: Medium Severity [Type],19.09461544,Normal,Iteration and Timestep,9.547307722,NA,NA
2026,Cascades,Drought: Medium Severity [Type],8.024294778,Normal,Iteration and Timestep,4.012147389,NA,NA
2026,Sierra Nevada,Drought: Medium Severity [Type],87.46797556,Normal,Iteration and Timestep,43.73398778,NA,NA
2026,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],1.837394383,Normal,Iteration and Timestep,0.918697192,NA,NA
2026,Central California Valley,Drought: Medium Severity [Type],0.014305493,Normal,Iteration and Timestep,0.007152747,NA,NA
2026,Southern California Mountains,Drought: Medium Severity [Type],0.786529724,Normal,Iteration and Timestep,0.393264862,NA,NA
2026,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],92.92748454,Normal,Iteration and Timestep,46.46374227,NA,NA
2026,Central Basin and Range,Drought: Medium Severity [Type],5.901813984,Normal,Iteration and Timestep,2.950906992,NA,NA
2026,Mojave Basin and Range,Drought: Medium Severity [Type],1.124631716,Normal,Iteration and Timestep,0.562315858,NA,NA
2026,Klamath Mountains,Drought: Medium Severity [Type],144.8882761,Normal,Iteration and Timestep,72.44413803,NA,NA
2026,Northern Basin and Range,Drought: Medium Severity [Type],8.449882602,Normal,Iteration and Timestep,4.224941301,NA,NA
2026,Sonoran Basin and Range,Drought: Medium Severity [Type],0.01718815,Normal,Iteration and Timestep,0.008594075,NA,NA
2027,Coast Range,Drought: Medium Severity [Type],53.09960441,Normal,Iteration and Timestep,26.5498022,NA,NA
2027,Cascades,Drought: Medium Severity [Type],16.88914573,Normal,Iteration and Timestep,8.444572865,NA,NA
2027,Sierra Nevada,Drought: Medium Severity [Type],327.8775132,Normal,Iteration and Timestep,163.9387566,NA,NA
2027,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],24.03854763,Normal,Iteration and Timestep,12.01927381,NA,NA
2027,Central California Valley,Drought: Medium Severity [Type],0.219620945,Normal,Iteration and Timestep,0.109810472,NA,NA
2027,Southern California Mountains,Drought: Medium Severity [Type],6.215882189,Normal,Iteration and Timestep,3.107941094,NA,NA
2027,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],427.2053599,Normal,Iteration and Timestep,213.60268,NA,NA
2027,Central Basin and Range,Drought: Medium Severity [Type],17.02128526,Normal,Iteration and Timestep,8.510642632,NA,NA
2027,Mojave Basin and Range,Drought: Medium Severity [Type],6.903835578,Normal,Iteration and Timestep,3.451917789,NA,NA
2027,Klamath Mountains,Drought: Medium Severity [Type],287.7672823,Normal,Iteration and Timestep,143.8836412,NA,NA
2027,Northern Basin and Range,Drought: Medium Severity [Type],39.58513363,Normal,Iteration and Timestep,19.79256682,NA,NA
2027,Sonoran Basin and Range,Drought: Medium Severity [Type],0.153716037,Normal,Iteration and Timestep,0.076858019,NA,NA
2028,Coast Range,Drought: Medium Severity [Type],6.51372397,Normal,Iteration and Timestep,3.256861985,NA,NA
2028,Cascades,Drought: Medium Severity [Type],2.450064605,Normal,Iteration and Timestep,1.225032303,NA,NA
2028,Sierra Nevada,Drought: Medium Severity [Type],123.0623178,Normal,Iteration and Timestep,61.53115891,NA,NA
2028,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],10.68916484,Normal,Iteration and Timestep,5.34458242,NA,NA
2028,Central California Valley,Drought: Medium Severity [Type],0.096483426,Normal,Iteration and Timestep,0.048241713,NA,NA
2028,Southern California Mountains,Drought: Medium Severity [Type],29.44570862,Normal,Iteration and Timestep,14.72285431,NA,NA
2028,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],57.41829676,Normal,Iteration and Timestep,28.70914838,NA,NA
2028,Central Basin and Range,Drought: Medium Severity [Type],13.29248306,Normal,Iteration and Timestep,6.646241529,NA,NA
2028,Mojave Basin and Range,Drought: Medium Severity [Type],16.31003396,Normal,Iteration and Timestep,8.1550169790000009,NA,NA
2028,Klamath Mountains,Drought: Medium Severity [Type],56.13086536,Normal,Iteration and Timestep,28.06543268,NA,NA
2028,Northern Basin and Range,Drought: Medium Severity [Type],4.880840628,Normal,Iteration and Timestep,2.440420314,NA,NA
2028,Sonoran Basin and Range,Drought: Medium Severity [Type],0.271610353,Normal,Iteration and Timestep,0.135805177,NA,NA
2029,Coast Range,Drought: Medium Severity [Type],4.413999512,Normal,Iteration and Timestep,2.206999756,NA,NA
2029,Cascades,Drought: Medium Severity [Type],2.29755676,Normal,Iteration and Timestep,1.14877838,NA,NA
2029,Sierra Nevada,Drought: Medium Severity [Type],83.23952626,Normal,Iteration and Timestep,41.61976313,NA,NA
2029,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],8.299197356,Normal,Iteration and Timestep,4.149598678,NA,NA
2029,Central California Valley,Drought: Medium Severity [Type],0.084665253,Normal,Iteration and Timestep,0.042332626,NA,NA
2029,Southern California Mountains,Drought: Medium Severity [Type],4.970253717,Normal,Iteration and Timestep,2.485126859,NA,NA
2029,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],52.03059212,Normal,Iteration and Timestep,26.01529606,NA,NA
2029,Central Basin and Range,Drought: Medium Severity [Type],10.16011419,Normal,Iteration and Timestep,5.080057096,NA,NA
2029,Mojave Basin and Range,Drought: Medium Severity [Type],4.518016494,Normal,Iteration and Timestep,2.259008247,NA,NA
2029,Klamath Mountains,Drought: Medium Severity [Type],37.04761425,Normal,Iteration and Timestep,18.52380712,NA,NA
2029,Northern Basin and Range,Drought: Medium Severity [Type],5.279593033,Normal,Iteration and Timestep,2.639796517,NA,NA
2029,Sonoran Basin and Range,Drought: Medium Severity [Type],0.074493078,Normal,Iteration and Timestep,0.037246539,NA,NA
2030,Coast Range,Drought: Medium Severity [Type],3.926106777,Normal,Iteration and Timestep,1.963053389,NA,NA
2030,Cascades,Drought: Medium Severity [Type],1.925183986,Normal,Iteration and Timestep,0.962591993,NA,NA
2030,Sierra Nevada,Drought: Medium Severity [Type],80.20019712,Normal,Iteration and Timestep,40.10009856,NA,NA
2030,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],6.545723672,Normal,Iteration and Timestep,3.272861836,NA,NA
2030,Central California Valley,Drought: Medium Severity [Type],0.08947521,Normal,Iteration and Timestep,0.044737605,NA,NA
2030,Southern California Mountains,Drought: Medium Severity [Type],1.301612762,Normal,Iteration and Timestep,0.650806381,NA,NA
2030,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],25.26274693,Normal,Iteration and Timestep,12.63137347,NA,NA
2030,Central Basin and Range,Drought: Medium Severity [Type],10.46320571,Normal,Iteration and Timestep,5.231602857,NA,NA
2030,Mojave Basin and Range,Drought: Medium Severity [Type],0.766661408,Normal,Iteration and Timestep,0.383330704,NA,NA
2030,Klamath Mountains,Drought: Medium Severity [Type],26.74785484,Normal,Iteration and Timestep,13.37392742,NA,NA
2030,Northern Basin and Range,Drought: Medium Severity [Type],5.368198717,Normal,Iteration and Timestep,2.684099359,NA,NA
2030,Sonoran Basin and Range,Drought: Medium Severity [Type],0.0177384,Normal,Iteration and Timestep,0.0088692,NA,NA
2031,Coast Range,Drought: Medium Severity [Type],20.82677258,Normal,Iteration and Timestep,10.41338629,NA,NA
2031,Cascades,Drought: Medium Severity [Type],3.777252561,Normal,Iteration and Timestep,1.88862628,NA,NA
2031,Sierra Nevada,Drought: Medium Severity [Type],241.6721092,Normal,Iteration and Timestep,120.8360546,NA,NA
2031,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],71.90592302,Normal,Iteration and Timestep,35.95296151,NA,NA
2031,Central California Valley,Drought: Medium Severity [Type],0.961153839,Normal,Iteration and Timestep,0.48057692,NA,NA
2031,Southern California Mountains,Drought: Medium Severity [Type],10.71701123,Normal,Iteration and Timestep,5.358505617,NA,NA
2031,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],71.80794962,Normal,Iteration and Timestep,35.90397481,NA,NA
2031,Central Basin and Range,Drought: Medium Severity [Type],42.94507484,Normal,Iteration and Timestep,21.47253742,NA,NA
2031,Mojave Basin and Range,Drought: Medium Severity [Type],4.764230399,Normal,Iteration and Timestep,2.3821152,NA,NA
2031,Klamath Mountains,Drought: Medium Severity [Type],74.3099801,Normal,Iteration and Timestep,37.15499005,NA,NA
2031,Northern Basin and Range,Drought: Medium Severity [Type],23.57791219,Normal,Iteration and Timestep,11.78895609,NA,NA
2031,Sonoran Basin and Range,Drought: Medium Severity [Type],0.044293697,Normal,Iteration and Timestep,0.022146848,NA,NA
2032,Coast Range,Drought: Medium Severity [Type],22.1621094,Normal,Iteration and Timestep,11.0810547,NA,NA
2032,Cascades,Drought: Medium Severity [Type],6.986344499,Normal,Iteration and Timestep,3.49317225,NA,NA
2032,Sierra Nevada,Drought: Medium Severity [Type],144.9382117,Normal,Iteration and Timestep,72.46910585,NA,NA
